Datetime,open,high,low,close,Adj Close
2022-02-28 09:00:00-05:00,163.46499633789062,164.85000610351562,163.16000366210938,163.77999877929688,163.77999877929688
2022-02-28 10:00:00-05:00,163.77999877929688,165.22999572753906,163.75990295410156,165.0800018310547,165.0800018310547
2022-02-28 11:00:00-05:00,165.07000732421875,165.4199981689453,163.99000549316406,164.3000030517578,164.3000030517578
2022-02-28 12:00:00-05:00,164.3000030517578,164.9488067626953,163.7100067138672,164.07000732421875,164.07000732421875
2022-02-28 13:00:00-05:00,164.05999755859375,164.64999389648438,162.5200958251953,162.8300018310547,162.8300018310547
2022-02-28 14:00:00-05:00,162.82009887695312,164.17999267578125,162.42999267578125,163.8199005126953,163.8199005126953
2022-02-28 15:00:00-05:00,163.80999755859375,165.39999389648438,162.63999938964844,165.1199951171875,165.1199951171875
2022-03-01 09:00:00-05:00,164.69500732421875,166.60000610351562,164.55999755859375,166.1497039794922,166.1497039794922
2022-03-01 10:00:00-05:00,166.15769958496094,166.42999267578125,164.66000366210938,164.85000610351562,164.85000610351562
2022-03-01 11:00:00-05:00,164.8408966064453,164.8800048828125,163.02130126953125,163.92999267578125,163.92999267578125
2022-03-01 12:00:00-05:00,163.91000366210938,164.39999389648438,162.52000427246094,162.54769897460938,162.54769897460938
2022-03-01 13:00:00-05:00,162.5500030517578,163.33999633789062,162.50999450683594,163.19140625,163.19140625
2022-03-01 14:00:00-05:00,163.1999969482422,163.88999938964844,162.57000732421875,162.8699951171875,162.8699951171875
2022-03-01 15:00:00-05:00,162.86000061035156,163.6300048828125,161.97000122070312,163.1699981689453,163.1699981689453
2022-03-02 09:00:00-05:00,164.38999938964844,164.72000122070312,162.9499969482422,164.50999450683594,164.50999450683594
2022-03-02 10:00:00-05:00,164.49000549316406,166.1999969482422,164.16000366210938,165.7393035888672,165.7393035888672
2022-03-02 11:00:00-05:00,165.75999450683594,166.64999389648438,165.57000732421875,166.2899932861328,166.2899932861328
2022-03-02 12:00:00-05:00,166.3000030517578,166.88999938964844,166.0399932861328,166.68609619140625,166.68609619140625
2022-03-02 13:00:00-05:00,166.6999969482422,167.14999389648438,166.41000366210938,166.8699951171875,166.8699951171875
2022-03-02 14:00:00-05:00,166.8800048828125,167.3000030517578,166.6300048828125,167.2100067138672,167.2100067138672
2022-03-02 15:00:00-05:00,167.2100067138672,167.36000061035156,166.39999389648438,166.5399932861328,166.5399932861328
2022-03-03 09:00:00-05:00,168.47000122070312,168.91000366210938,166.5399932861328,166.82000732421875,166.82000732421875
2022-03-03 10:00:00-05:00,166.8105010986328,167.05990600585938,165.72999572753906,166.66000366210938,166.66000366210938
2022-03-03 11:00:00-05:00,166.64999389648438,167.24000549316406,166.17999267578125,166.25,166.25
2022-03-03 12:00:00-05:00,166.25,167.92759704589844,166.08999633789062,167.6999969482422,167.6999969482422
2022-03-03 13:00:00-05:00,167.6909942626953,167.91000366210938,166.8800048828125,167.77000427246094,167.77000427246094
2022-03-03 14:00:00-05:00,167.75999450683594,167.75999450683594,165.9199981689453,166.68809509277344,166.68809509277344
2022-03-03 15:00:00-05:00,166.67999267578125,166.74000549316406,165.5500030517578,166.3000030517578,166.3000030517578
2022-03-04 09:00:00-05:00,164.9228057861328,165.5500030517578,162.9499969482422,163.30999755859375,163.30999755859375
2022-03-04 10:00:00-05:00,163.32000732421875,163.52499389648438,162.10000610351562,162.5500030517578,162.5500030517578
2022-03-04 11:00:00-05:00,162.54449462890625,163.80999755859375,162.25999450683594,163.6999969482422,163.6999969482422
2022-03-04 12:00:00-05:00,163.70989990234375,164.46499633789062,163.12249755859375,163.47500610351562,163.47500610351562
2022-03-04 13:00:00-05:00,163.4550018310547,164.36000061035156,162.7899932861328,163.3300018310547,163.3300018310547
2022-03-04 14:00:00-05:00,163.32000732421875,163.66529846191406,162.38999938964844,162.6999969482422,162.6999969482422
2022-03-04 15:00:00-05:00,162.7050018310547,163.52999877929688,162.1300048828125,163.22000122070312,163.22000122070312
2022-03-07 09:00:00-05:00,164.5,165.02000427246094,161.5,161.52999877929688,161.52999877929688
2022-03-07 10:00:00-05:00,161.5399932861328,163.5,161.3800048828125,163.17999267578125,163.17999267578125
2022-03-07 11:00:00-05:00,163.17999267578125,164.0,161.41000366210938,161.67999267578125,161.67999267578125
2022-03-07 12:00:00-05:00,161.6699981689453,162.22999572753906,160.89999389648438,161.05990600585938,161.05990600585938
2022-03-07 13:00:00-05:00,161.0399932861328,161.88999938964844,160.8000030517578,161.0500946044922,161.0500946044922
2022-03-07 14:00:00-05:00,161.07000732421875,161.1699981689453,159.75,160.36000061035156,160.36000061035156
2022-03-07 15:00:00-05:00,160.33999633789062,160.3800048828125,159.0399932861328,159.30999755859375,159.30999755859375
2022-03-08 09:00:00-05:00,158.95399475097656,160.32000732421875,156.72000122070312,156.731201171875,156.731201171875
2022-03-08 10:00:00-05:00,156.73500061035156,158.3800048828125,156.05039978027344,156.5399932861328,156.5399932861328
2022-03-08 11:00:00-05:00,156.5399932861328,160.91000366210938,155.8000030517578,160.8759002685547,160.8759002685547
2022-03-08 12:00:00-05:00,160.86500549316406,162.8800048828125,160.1300048828125,160.99000549316406,160.99000549316406
2022-03-08 13:00:00-05:00,160.9990997314453,160.9990997314453,157.8300018310547,159.15150451660156,159.15150451660156
2022-03-08 14:00:00-05:00,159.1300048828125,160.5,158.36000061035156,158.4499969482422,158.4499969482422
2022-03-08 15:00:00-05:00,158.4600067138672,158.50999450683594,157.10659790039062,157.2899932861328,157.2899932861328
2022-03-09 09:00:00-05:00,161.47500610351562,161.63999938964844,159.41000366210938,161.3300018310547,161.3300018310547
2022-03-09 10:00:00-05:00,161.33999633789062,162.17999267578125,161.0238037109375,161.11000061035156,161.11000061035156
2022-03-09 11:00:00-05:00,161.1199951171875,162.22999572753906,161.0800018310547,162.00999450683594,162.00999450683594
2022-03-09 12:00:00-05:00,162.01499938964844,162.69000244140625,161.8800048828125,162.2799072265625,162.2799072265625
2022-03-09 13:00:00-05:00,162.28439331054688,162.4149932861328,161.55999755859375,162.33999633789062,162.33999633789062
